f1,f2,f3,f4,f5,num,validation
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1369,0.699648063411
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1369,0.699648063411
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1369,0.699648063411
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1369,0.699648063411
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),普通小学专任教师数(万人),小学生师比(教师人数=1),1369,0.699648063411
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1367,0.699648063411
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1367,0.699648063411
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1367,0.699648063411
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),普通小学专任教师数(万人),小学生师比(教师人数=1),1367,0.699648063411
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1367,0.699648063411
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1397,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1397,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1397,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1396,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1396,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1396,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1396,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1396,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1395,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1395,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1395,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1395,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1395,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1391,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1391,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1391,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1391,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1397,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1341,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1397,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1398,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1400,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1400,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1400,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1400,0.699125489649
内地居民初婚登记(万人),特殊教育招生数(万人),医疗卫生机构门诊健康检查人数(万人),地方财政医疗卫生支出(亿元),小学生师比(教师人数=1),1400,0.699125489649
