建筑业增加值(亿元),乡村人口(万人),建筑业城镇单位就业人员(万人),国有城镇单位就业人员工资总额指数(上年=100),城镇单位就业人员平均工资(元),建筑业城镇单位就业人员工资总额(亿元),教育城镇单位就业人员工资总额(亿元),全社会固定资产投资中其他资金(亿元),全社会住宅投资(亿元),城镇住宅投资(亿元),房地产住宅投资(亿元),房地产业全社会固定资产投资(亿元),房屋施工面积(万平方米),住宅房屋施工面积(万平方米),固定资产投资(不含农户)其他资金(亿元),固定资产投资(不含农户)(亿元),房地产业固定资产投资(不含农户)(亿元),固定资产投资(不含农户)房屋施工面积(万平方米),固定资产投资(不含农户)住宅施工面积(万平方米),内资房地产开发企业个数(个),房地产开发住宅投资额(亿元),房地产开发企业住宅新开工房屋面积(万平方米),房地产开发企业其他用途新开工房屋面积(万平方米),商品房销售面积(万平方米),住宅商品房销售面积(万平方米),办公楼销售额(亿元),1-5亿元房地产开发投资额(亿元),地方财政医疗卫生支出(亿元),鲜菜类居民消费价格指数(上年=100),菜类商品零售价格指数(上年=100),乡镇数(个),镇数(个),村民委员会数(个),林业总产值指数(上年=100)(%),机动脱粒机数量(台),蔬菜播种面积(千公顷),建筑业企业从业人员(万人),内资建筑业企业从业人员(万人),国有建筑业房屋施工面积(万平方米),客运量(万人),公路客运量(万人),公路旅客周转量(亿人公里),新注册民用汽车拥有量(万辆),新注册民用载客汽车拥有量(万辆),新注册民用中型载客汽车拥有量(万辆),新注册民用小型载客汽车拥有量(万辆),新注册民用载货汽车拥有量(万辆),新注册民用轻型载货汽车拥有量(万辆),餐饮业企业所有者权益合计(亿元),普通高等学校专科招生数(万人),普通高等学校无职称专任教师数(万人),中等职业学校招生数(万人),中等职业学校在校学生数(万人),中等职业学校毕业生数(万人),中等职业学校获得职业资格证书毕业生数(万人),中等职业学校预计毕业生数(万人),普通高中学校数(所),普通高中招生数(万人),普通高中在校学生数(万人),普通高中毕业生数(万人),普通高中教职工数(万人),普通高中专任教师数(万人),初中学校数(所),初中招生数(万人),初中在校学生数(万人),初中毕业生数(万人),普通小学学校数(所),普通小学招生数(万人),普通小学在校学生数(万人),普通小学毕业生数(万人),普通小学教职工数(万人),普通小学专任教师数(万人),特殊教育招生数(万人),特殊教育在校学生数(万人),特殊教育毕业生数(万人),小学生师比(教师人数=1),国内外观设计专利申请受理量(项),国内外观设计专利申请授权量(项),自动气象站站点个数(个),乡村医生和卫生员数(万人),其他办的村卫生室个数(个),基层医疗卫生机构床位数(万张),农村卫生机构床位数(万张),医疗卫生机构门诊健康检查人数(万人),入院人数(万人),医疗卫生机构出院人数(万人),政府办医院病床工作日(日),政府办医院病床使用率(%),家庭儿童收养登记总数(件),中国公民收养登记数(件),农村集中供养五保人数(万人),国家重点优抚对象(万人),国家重点优抚对象定期补助人数(万人),福利彩票销售额(亿元),福利彩票提取公益金(亿元),结婚登记(万对 ),内地居民登记结婚(万对),内地居民初婚登记(万人),社会组织女性职工人数(人),自治组织单位数(个),村民委员会单位数(个),村民委员会职工人数(人),艺术表演团体机构数(个),艺术表演团体演出场次(万场次),艺术表演团体国内演出场次(千场次),博物馆参观人次(万人次),公共图书馆参观展览人次(万人次),城镇居民基本医疗保险年末参保人数(万人),城镇居民医疗保险基金收入(万元),城镇居民医疗保险基金支出(万元),城镇居民医疗保险基金累计结余(万元),odds
0.177565717407,0.0126583192868,0.095770326562,0.585590486187,0.994992469207,0.157424390102,0.536668781649,0.505140266712,0.335634208349,0.332086293191,0.313227497021,0.398051289534,0.194584798679,0.185960758957,0.534879543175,0.163278038375,0.4300857051,0.198677052912,0.188098626894,0.421569253802,0.327434888939,0.1507541998,0.39700132357,0.16474224109,0.140980244259,0.993801333045,0.0629524182779,0.435569696864,0.690497695359,0.715084530614,0.0172097562654,0.0206761272442,0.0456922196486,1.00291159216,0.00241242872575,0.0336948753062,0.0661392006256,0.0482676639961,0.420055347971,0.399585110396,0.347505965602,0.0782296069942,0.3226549262,0.34347989233,1.0031197595,0.329043192607,0.0970360468727,0.0876499663324,0.478020541461,0.145539660389,0.209679883826,0.107630453376,0.105307950204,0.152751086271,0.152563827188,0.154346603514,0.274193014856,0.048101550571,0.0606486277761,0.0599261018865,0.207768530912,0.116621155033,0.0503761101854,0.0396348702119,0.0435308085888,0.0189915961138,0.0198408150741,0.0565291502878,0.0683501486451,0.0329232394428,0.071544768628,0.0638646721792,0.110519334431,0.174899008003,0.196253304935,0.36233098729,0.0340916593197,0.0523169335056,0.048368261182,0.00924632415462,0.00486711098805,0.0293203109361,-0.0264605004218,0.120102654353,0.145024604122,0.170407143621,0.548098534796,0.549613670123,0.0456163715309,0.0138600196253,0.00520636685577,0.0273940304425,0.025246111854,0.245574041713,0.244072388983,0.128784448009,0.115704805863,0.0858160695784,0.212214554255,0.0673605771572,0.0323626957998,0.0406831250365,0.282308104242,0.0817350372826,0.0447803619365,0.0710642519558,0.286072049313,0.0280393390458,0.0509512580773,0.0722755958331,0.0412694395511,0.143555639127
0.133207967554,0.00580367346916,0.07802716166,0.315998708753,0.561570517317,0.0928107874574,0.192542844285,0.203059327864,0.208452566391,0.228381839355,0.160357443538,0.22664098667,0.200711549511,0.160172909447,0.197750506254,0.230611756628,0.252521849154,0.211704985058,0.198185345299,0.173662484671,0.203422221273,0.146792394001,0.17115700954,0.155617376578,0.16255866532,0.0364215543769,0.11422551997,0.169431506189,0.753207701732,0.770773216141,0.00475712284585,0.0137764360003,0.00639241740064,0.102950815971,0.0182386700814,0.0440141098668,0.0310330517869,0.0440547514359,0.254836300861,0.0989240920376,0.0837609327393,0.0409770794444,0.219111148716,0.231697409125,0.0917037494832,0.239173834427,0.0871729704339,0.0978018438982,0.190753102063,0.204711246124,0.108156918142,0.0552502306756,0.0649683347048,0.0644334892631,0.0698020804431,0.0630573828806,0.155949864905,0.0439225240584,0.0586658324813,0.0722986711077,0.126357596663,0.0775520661273,0.0344075520788,0.0191398379503,0.0347870614478,0.023054225632,-0.028738853556,0.0177628453007,0.0316953351552,0.0272269518901,0.0414947579741,0.049227476509,0.0235850242479,0.0575433311854,0.0279130502737,0.370964181461,0.0351793607149,0.0257914134079,0.0315478987726,0.0273189919825,0.10826326869,0.0305593809665,0.0177673138005,0.0937193552938,0.0904267013566,0.0835198410998,0.576859712523,0.566877038247,0.0233741468171,0.0170955342838,-0.000904025441402,0.0295769113249,0.0259838009528,0.151641526592,0.114859598258,0.064552526193,0.0650207545531,0.076894198343,0.0655609030194,0.0499928545844,0.0184694138757,0.0204423012605,0.0251298219814,0.00887682380096,0.00288512091277,0.0864421695223,0.161521301956,0.0928803637889,0.109093869215,0.119510154716,0.0511789434225,0.465320692167
0.413885617256,0.705525559633,0.212644535671,0.144672651142,0.0622468849002,0.172706684805,0.500697381195,0.265329292908,0.537757153073,0.495770191926,0.492281814713,0.527167208607,0.734725276885,0.582958826919,0.273618598496,0.62844201373,0.504583579636,0.72558130389,0.605073911315,0.520216022656,0.48174878208,0.46117514502,0.291151520188,0.507861344625,0.507057719222,0.0790388212816,0.565504703108,0.623512667437,0.718434933439,0.582422197878,0.425193604302,0.536847554135,0.644452784,0.216013108216,0.163354796584,0.669575725133,0.146582350886,0.146217091226,0.20736485858,0.388833042917,0.343753839512,0.23465889676,0.756014137819,0.718067413472,0.264651358303,0.712413933164,0.945848156536,0.786307124389,0.133658854472,0.626159559385,0.384936884091,0.454756953358,0.544836813718,0.671814833025,0.588191727969,0.614269175185,0.540445431889,0.518374622728,0.487806285351,0.554482741826,0.522818382074,0.563036051945,0.503471548841,0.557706449958,0.508355975713,0.444127963711,0.467408564399,0.543118178986,0.57390478964,0.495426589731,0.64218067532,0.629051059468,0.304789869497,0.286654232782,0.138555727412,0.695172570675,0.0174239079129,0.0329050182995,0.559744681071,0.622970913909,0.391604646838,0.524711222007,0.646417642821,0.374977384791,0.641609350483,0.624826027521,0.615953896949,0.617194897338,0.0986994133069,0.0963324360909,0.306123776681,0.576940578841,0.605652536447,0.358179649818,0.296536786055,0.577595593833,0.581055902548,0.509894499254,0.283046014887,0.637004412089,0.624900863017,0.55327760753,0.487231323669,0.221369072986,0.213660698632,0.418114601142,0.233507093608,0.128886929454,0.0954098107636,0.0987515243812,0.173030075143,0.567538767943
0.16028584408,0.283267952827,0.0997444106164,0.152175874106,0.15912292869,0.0721924562264,0.292766117264,0.129936927813,0.263389419439,0.246078103974,0.183442351978,0.272303753842,0.261156393433,0.343337088316,0.125372853718,0.286140389228,0.264649314405,0.263808972752,0.346986505519,0.37888416971,0.184387407248,0.220275114199,0.185093649186,0.165029517836,0.146618633215,0.0264611315736,0.260242859146,0.310728983849,0.735771729962,0.690702299193,0.228556036973,0.2632198002,0.37315817295,0.127359055901,0.0606810756697,0.123706505008,0.102110912957,0.0788269303324,0.213693822887,0.200955076156,0.198868727148,0.139044461962,0.31085409771,0.311237949787,0.127825024016,0.306051189799,0.232969601089,0.210991196563,0.254025106846,0.357670947536,0.396538357255,0.262526247997,0.325955998109,0.311893238229,0.310828486699,0.31054904334,0.482302791243,0.375539198893,0.362363717799,0.381440892574,0.388309406895,0.415883598751,0.447557913995,0.274386333213,0.303952337895,0.328887469907,0.322812876732,0.19133655938,0.218191847006,0.265206855498,0.343634088174,0.333863797811,0.113421271224,0.157266299733,0.12572947555,0.169528614066,0.0200333199238,0.0161825003203,0.33756709093,0.306048699094,0.531245949478,0.292602936529,0.30485335947,0.787594280027,0.235407724734,0.251081586837,0.348731351277,0.335291308067,0.0561782752302,0.020346798845,0.0975325125384,0.181968922643,0.168892247441,0.14655520789,0.117196968846,0.308864253829,0.300203324024,0.265527831508,0.166245619661,0.332536302578,0.365547244761,0.319890097333,0.190114417852,0.121225061635,0.131574333626,0.147019183238,0.137233846477,0.0773091004828,0.0574363149385,0.0369906272499,0.0973792855053,0.321486428845
0.283465264907,0.165133224376,0.058339297964,0.500873255102,0.227066946797,0.0543776428871,0.299300447048,0.100429105999,0.208172510404,0.207456368189,0.191865285656,0.218110651297,0.246360019285,0.270875617898,0.0947338048254,0.38156856092,0.215148156884,0.269529015615,0.336351062675,0.353928860557,0.186218990202,0.293251018299,0.189930971706,0.234507739172,0.219431150232,0.0399904216371,0.246943418055,0.280863207459,0.628065379219,0.647170786079,0.164175459487,0.214598431986,0.108080465112,0.077330749547,0.084061944312,0.135175567516,0.0296241479026,0.0467367919583,0.00670022185121,0.135691596497,0.0998574883328,0.113836952846,0.228873734167,0.209793714065,0.0639645245623,0.2350074509,0.175983868379,0.174959537643,0.291614669395,0.208077235153,0.148618229633,0.168689725333,0.167430432759,0.159192691275,0.160533134587,0.160385402827,0.244462087844,0.190305743179,0.210225564237,0.211623544666,0.199591470477,0.210700077689,0.15380506494,0.131112098426,0.13594314602,0.139467326466,0.0709597848174,0.106701306634,0.0999134439505,0.11599041436,0.223136175691,0.198178836072,0.0551839396376,0.0833459419956,0.0557000148846,0.0681574642845,0.0120932562965,0.00153680546944,0.230339176042,0.132503324707,0.103385950285,0.179089372524,0.212211857571,0.122507829815,0.18355576037,0.18223860764,0.268424336338,0.276315496714,0.0296157671115,0.0373662937619,0.0969754915393,0.0797504308405,0.0566006066816,0.194930690916,0.163290367821,0.177664442953,0.165539352961,0.136420017644,0.106526184928,0.131738773887,0.136983380712,0.123999725812,0.123364285175,0.0615375172161,0.0800419931386,0.144965776157,0.0953123180309,0.0813604992606,0.0883870125172,0.0726217938455,0.0918237374691,0.00778623678938
0.473565957312,0.246508516558,0.261568430089,0.346806447057,0.127771780864,0.267538567433,0.395008232316,0.391267915406,0.797519975798,0.826273382427,0.91795029315,0.745724512028,0.654730169349,0.679590221697,0.379941213396,0.678202885649,0.769075455512,0.666036755528,0.71401098047,0.607925376298,0.897627620998,0.830290056415,0.556367734541,0.809042561198,0.788495274666,0.0292125458677,0.936694943792,0.369996512025,0.339169224617,0.284889365908,0.189940974605,0.298063924398,0.139262473555,0.213928004666,0.0994843001049,0.2610410574,0.278890610738,0.238730224993,0.217307423745,0.562153171091,0.520716568151,0.26953284569,0.337524596874,0.327787497262,0.203222286563,0.330049106921,0.301395013713,0.29965780427,0.273486249674,0.357515654761,0.301597885579,0.24303728818,0.239673879105,0.254221139208,0.205821119739,0.23370973979,0.398797752203,0.276032051651,0.302147606792,0.323067324334,0.24525954252,0.312299462009,0.334187571317,0.231319012656,0.241921419165,0.233690359835,0.173160567594,0.174358739404,0.195383314917,0.191775262277,0.249342296301,0.240641406852,0.0744804543619,0.175294388134,0.129987372496,0.359933511218,0.0268800762232,0.028432733469,0.289457956157,0.187132504619,0.0404593302104,0.245614821339,0.280577482196,0.239446272203,0.395377737602,0.396602502375,0.63744833164,0.645705788925,0.0488900130205,0.0556086311485,0.113937527217,0.226734803194,0.231086925456,0.494211787629,0.405324102728,0.283953834683,0.296985750244,0.248451290666,0.25434910221,0.154891255063,0.145035346513,0.12624818048,0.174928229943,0.0584843717065,0.0409416552468,0.160859739707,0.343036502088,0.136630919702,0.101210204286,0.0869223140266,0.14505167025,0.0831483591864
0.185062717861,0.222388846795,0.0820187456458,0.811739611993,0.0858905363301,0.0603938580675,0.213255798434,0.109843713792,0.15893353331,0.162381590463,0.176559416357,0.15862509226,0.185780396978,0.199272853371,0.0992455500411,0.243401589941,0.168509608161,0.177865374515,0.229256439974,0.274110778236,0.165161856108,0.221555123616,0.12120080663,0.200920831246,0.18246822557,0.0236505030347,0.212207173337,0.28337737731,1.01380847447,1.00006700771,0.137295846957,0.186654028811,0.0965912305092,0.227014758367,0.130173907499,0.103059157537,0.0481845206078,0.0352416288775,0.0281562547001,0.217452212534,0.176212477489,0.114495930209,0.194164493412,0.177906543647,0.133135605684,0.164851401528,0.148533351071,0.141400399878,0.127014829255,0.179044108267,0.0268115944348,0.113486981645,0.121653402001,0.140482038658,0.113649513604,0.142400530599,0.215751984643,0.190605886266,0.188100376981,0.210824665079,0.129924088579,0.165479964762,0.227413524575,0.141680904624,0.136879383961,0.124065021376,0.163633964602,0.0911201212152,0.120150332839,0.124055253289,0.220415297536,0.191009053215,0.0478329833664,0.105311300091,0.100506996729,0.0752824075651,-0.00708117990352,0.00375882781855,0.23316374874,0.159642695513,0.136504868153,0.141193068412,0.235627590203,0.0863515119616,0.197588119615,0.201302379142,0.419944558884,0.431463178015,0.00169581663996,-0.00367910721832,0.115242557763,0.0996559553373,0.105437108429,0.200146781882,0.173958142048,0.196400992522,0.185536278803,0.167527002212,0.0673013033764,0.109163438046,0.104173273068,0.100136462474,0.0155473224385,0.00837122113553,0.0120486957805,0.108739857666,0.0651192483689,0.15149019722,0.0964778198476,0.0931852364406,0.200688322625,0.175260363885
0.174688638831,0.286030569272,0.0815753271705,0.223161105949,0.0463200086492,0.0916875673153,0.261614384246,0.141602621819,0.236837321136,0.215796938495,0.226880213605,0.225954519007,0.258201276609,0.240550454654,0.126035132449,0.300261544188,0.217303729336,0.281164864073,0.260180725194,0.343638910381,0.235579676212,0.239640263006,0.173755535939,0.292301352941,0.287622130563,0.0229770321231,0.223610892662,0.269570801172,0.591597310754,0.537071247467,0.199549184635,0.224837114231,0.0973282048866,0.22508635691,0.114887330048,0.126895850253,0.0704065648008,0.0694433993269,0.0870269999727,0.289595688108,0.230968351643,0.15213142542,0.190631004241,0.168333942847,0.150892503076,0.18423781736,0.191847504432,0.190973931019,0.0774213413508,0.24923858637,0.141238507172,0.154338609486,0.187433331405,0.165447428843,0.182065824063,0.196239663943,0.366104433136,0.251386212893,0.252600935412,0.253223867389,0.228395091801,0.247699502518,0.348194105627,0.179177970524,0.198194701108,0.225331818739,0.109741459259,0.129288458393,0.133940845642,0.174380899398,0.246654410611,0.241282321929,0.117569611431,0.188528801698,0.107166305796,0.0121043317529,0.0211264915421,0.0301937945867,0.157339273043,0.182743171551,0.127152044435,0.206658595151,0.251428950357,0.138022501786,0.321659079911,0.300886369723,0.482859792004,0.502506436831,0.031707072125,0.00481629281407,0.27569938273,0.114282331845,0.127774238095,0.226423335853,0.189162591101,0.289601542111,0.302538366535,0.262370291145,0.287348159695,0.11736169108,0.0968521481112,0.105965872945,0.00908026694971,0.0145059771193,-0.000264604572142,0.304181793958,0.112254507629,0.1335666638,0.111446397766,0.0749288164455,0.17541741129,0.171067100235
0.159106459889,0.0176522391369,0.10161642122,-0.0169738458506,0.963645946349,0.112501863995,0.357212996851,0.324110470818,0.267510507529,0.279365778046,0.310657463208,0.298528810653,0.171278483112,0.153261499058,0.319740400641,0.146339212279,0.325484020079,0.154703260308,0.184566100869,0.436472538772,0.324477662043,0.121233898503,0.233137120892,0.206109553709,0.214640428872,0.513284014548,0.146663317022,0.326626073992,0.591632540396,0.589858722275,-0.0180259781119,-0.0111788243833,-0.000551132476877,0.134689183792,-0.0016249502216,0.0515080934451,0.0944918530671,0.113005357941,0.0747204522589,0.0690851043873,0.0242487148196,0.0591748579903,0.181531066459,0.178634739353,0.22704524735,0.171800310243,0.124158138652,-0.0181772900054,0.471344294117,0.154115154831,0.158630039865,0.087002213936,0.0952986604441,0.0865627790472,0.0893038512103,0.104136979589,0.226577872866,0.0364531079867,0.0549991865186,0.0485987580986,0.108206722595,0.100919737321,0.09208874326,0.0606835493745,0.0657988593805,0.0172799445665,-0.00119882466203,0.0471536376241,0.0525093171201,0.0588787208064,0.0652942108481,0.0556598206269,0.109183619714,0.181966380596,0.171921387744,0.549476020709,0.0637245181438,0.0805482263112,0.0205810765123,0.0198349083285,0.0275287984018,0.107430652771,0.0120173566112,0.160784011038,0.175061683212,0.171994739688,0.848871053722,0.849884057619,0.0739121563421,0.0650365790061,0.0147636381622,0.0459566285102,0.0246062173704,0.173332730822,0.173744483399,0.115555569767,0.121461708011,0.0836323019573,0.151971596291,0.0519408693247,0.00738149059925,-0.00341412730895,0.120228954958,0.113956539418,0.0935097568151,0.282020957185,0.140121204571,0.0645157492046,0.0878999488815,0.105931759781,0.0456202262719,0.203058034711
0.999824778963,0.528345496205,1.00863960843,0.594460652625,0.315544477073,0.990990962618,0.824438011776,0.994461893714,1.00119809155,0.997366290788,1.01127731854,0.997664833209,0.968590273888,0.855215052905,1.00784104134,1.01010677582,1.00035583365,0.980434849364,0.970589818859,0.990910706602,0.986466202108,1.00675603204,0.728248862236,1.00215694946,0.987414854534,0.298550453864,1.00436593222,0.831100840042,0.548917638417,0.491540261292,0.176548136712,0.392137697068,0.178873087436,0.119844828157,0.109917003692,0.739587434997,1.00520665219,0.996125633701,0.147656965244,0.930567221623,0.891232535932,0.698770716907,0.876611769981,0.907525752829,0.355616135503,0.889776142586,0.430043462342,0.302961001252,0.859265952088,0.719156536437,0.398780624777,0.510832949384,0.558942069033,0.578847461936,0.656784249592,0.554898114899,0.539844330901,0.477788048694,0.494870022867,0.58534046237,0.563716694443,0.6704408175,0.452012199875,0.431069076427,0.444328167916,0.4265424184,0.130668392641,0.450830942067,0.451634575468,0.370752628371,0.477825984614,0.486951022919,0.420873234885,0.53866209917,0.379757554542,0.658860851012,1.016869297,1.01694924573,0.260647321534,0.285095971818,0.134809995317,0.58035104587,0.596095195851,0.701107282596,0.733532175007,0.730754101812,0.816984182998,0.824480502509,0.638610375115,0.622742329283,0.431240316627,0.481052873739,0.507130819496,0.667786854218,0.528645230668,0.703684456737,0.707350732651,0.646573397285,0.559662552917,0.230348598715,0.176138510078,0.220910388337,0.267719147502,0.245410960685,0.218744072906,0.987135809149,0.336413370571,0.208904708502,0.279588270123,0.303104988191,0.252133324525,0.893362674035
